,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
1392,1958-02-19,"Raiatea, French Polynesia",Réseau Aérien Interinsulaire,"Papeete, French Polynesia - Raiatea",Consolidated PBY-5A  Catalina,15.0,12.0,3.0,15.0,12.0,3.0,0.0,Struck the water and sank after the right wing tip float contacted the water during a shallow turn for final approach.,1958
1393,1958-02-19,"Cairo, Egypt",KLM Royal Dutch Airlines,Unknown,Douglas DC-6B,21.0,13.0,8.0,1.0,0.0,1.0,0.0,During the approach the aircraft hit a hill in front of R34 and crash landed with a damaged landing gear onto  the runway. An off duty  pilot opened an emergency exit before aircraft stopped and was thrown out into a still turning propeller and killed.,1958
1394,1958-02-27,"Horwich, Lancs, England",Silver City Airways,Isle of Man - Manchester,Bristol 170 Freighter 21,42.0,39.0,3.0,35.0,35.0,0.0,0.0,Crashed into a mountain near Winter Hill during an approach. The First Officer used the wrong radio beacon (Oldham Becaon instead of on Wigan Beacon).,1958
1395,1958-07-03,"Menzalah Lake, Egypt",Misrair,Athens - Cairo,Vickers 628 Viking 1B,26.0,22.0,4.0,8.0,4.0,4.0,0.0,"While approaching Cairo, the aircraft was diverted to Port Said where it ditched into Menzalah Lake.",1958
1396,1958-03-22,"Grants, New Mexico",Private,Los Angeles - New York,Lockheed 18 Lodestar,4.0,2.0,2.0,4.0,2.0,2.0,0.0,"The aircraft went down 35 miles SW of Grants, New Mexico. Fog, snow and thunderstorms were reported in the area. The plane hit the ground a a 45 degree angle and disintegrated and burned. Film director, producer Mike Todd, 49, husband of Elizabeth Taylor, killed.  Elizabeth Taylor, who had planned to go on the trip with her husband, remained at home, ill with bronchitis. The plane was named ""The Lucky Liz."" Icing.",1958
1397,1958-03-24,"Near Kathmandu, Nepal",Indian Airlines,Simrla - Kathmandu,Douglas DC-3,20.0,16.0,4.0,20.0,16.0,4.0,0.0,"Due to a navigational error the aircraft flew the wrong route into a valley. While maneuvering to make a turn, the aircraft stalled and crashed. Wreckage was found 16 miles from Kathmandu.",1958
1398,1958-03-25,"Miami, Florida",Braniff Airlines,Dallas - Miami - Panama City - Rio de Janeiro,Douglas DC-7-C,24.0,19.0,5.0,9.0,9.0,0.0,0.0,The plane crashed 2 minutes after takeoff while trying to return to the airport  after reporting a fire in the No. 3 engine. The failure of the captain to maintain altitude during an emergency return to the airport due to his undue preoccupation with an engine fire following takeoff.,1958
1399,1958-02-04,"Quito, Ecuador",Transportes Aereos Orientales,Quito - Esmeraldas,Junkers JU-52/3m,14.0,12.0,2.0,3.0,3.0,0.0,0.0,Crashed after experiencing engine trouble.,1958
1400,1958-06-04,"Freeland, Michigan",Capital Airlines,New York - Detroit - Saginaw - Chicago,Vickers Viscount 745D,47.0,44.0,3.0,47.0,44.0,3.0,0.0,"The aircraft stalled and crashed into a corn field, 300 feet short of the runway, while making a landing attempt at Tri-City Airport in restricted visibility of rain and snow. The aircraft struck the ground nose first, then flipped over and broke apart.  Icing of the horizontal stabilizer leading to loss of pitch control.",1958
1401,1958-07-04,"Mt. Illiniza, Ecuador",AREA,Guayaquil - Quito,Douglas DC-3,32.0,29.0,3.0,32.0,29.0,3.0,0.0,Flew into a mountain 15 minutes after leaving Guayaquil. Procedural error. The pilot did not maintain IFR until clear of the cloud cover.,1958
1402,1958-04-14,"Off Castell de Fels, Spain",Aviaco,Zaragoza - Barcelona,de Havilland DH-114 Heron 2D,16.0,14.0,2.0,16.0,14.0,2.0,0.0,Crashed into the ocean after a sudden avoidance manuver. ATC error. Another aircraft was permitted to takeoff without the exact position of the plane being known.,1958
1403,1958-05-15,"New Delhi, India",Pakistan International Airlines,Dehli - Karachi,Convair CV-240-7,38.0,32.0,6.0,21.0,17.0,4.0,2.0,Crashed shortly after taking off. Improper observation and interpretation of instruments. The captain did not properly observe and interpret his flight instruments and thus inadvertently permitted the aircraft to descend to the ground immediately after a night takeoff during which no visual reference was possible.,1958
1404,1958-05-16,"Chatenoy, France",British European Airways,Unknown,Douglas C-47A,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane broke up in midair while flying through a thunderstorm.,1958
1405,1958-05-18,"Near Casablanca, Morocco",Sabena,Brussels - Lisbon - Léopoldville,Douglas DC-7C,69.0,60.0,9.0,65.0,56.0,9.0,0.0,"The aircraft developed trouble in the No. 1 engine while en route from Lisbon to Leopoldville. While attempting to land in poor visibility on 3 engines, the aircraft stalled 80 ft. above the ground and crashed into a building and burst into flames. Pre-crash damage to the No. 1 engine. An error of judgment by the pilot in reapplication of power when the aircraft was neither in the appropriate configuration nor at a sufficient speed to carry out the attempted safety maneuver.",1958
1406,1958-05-25,"Gurgaon, India",Dan-Air Services,Karachi - Dehli,Avro 685 York C-1,5.0,0.0,5.0,4.0,0.0,4.0,0.0,A fire in fligth caused by a failure of the No. 1 engine. During the ensuing forced landing on rough terrain the aircraft broke up and was consumed by fire.,1958
1407,1958-05-31,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,Rio de Janeiro - Belém,Curtiss C-46D,4.0,0.0,4.0,4.0,0.0,4.0,0.0,"The cargo plane plunged into the water when, a front wheel glanced off a freighter when it was taking off.",1958
1408,1958-05-31,"SW of Algiers, Algeria",Air France,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,15.0,12.0,3.0,15.0,12.0,3.0,0.0,Crashed into mountains 100 miles southwest of Algiers.,1958
1409,1958-02-06,"Manila, Philippines",Pan American World Airways,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,57.0,49.0,8.0,1.0,1.0,0.0,0.0,"A hard landing in heavy rain and gusty winds at Manila caused the collapse of the right main landing gear. A prop broke off the No. 3 engine, penetrated the cabin and killed one passenger. The aircraft was named ""Clipper Golden Gate.""",1958
1410,1958-02-06,"Near Guadalajara, Mexico",Aeronaves de Mexico,Guadalajara - Mexico City,Lockheed 749A Constellation,45.0,38.0,7.0,45.0,38.0,7.0,0.0,The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.,1958
1411,1958-04-06,"Martinsburg, West Virginia",Capital Airlines,Training,Douglas DC-3,3.0,0.0,3.0,1.0,0.0,1.0,0.0,"Following the trainee-pilot's failure to maintain minimum-control speed during an attempted go-around, the instructor-pilot failed to take control of the aircraft in sufficient time to prevent a critical loss of altitude. A contributing factor was the malfunction of the landing gear latch which delayed retraction of the landing gear and caused the distraction of the instructor-pilot for several seconds during a critical period of the go-around.",1958
1412,1958-09-06,"Magadan Oblast, Russia",Aeroflot,Okhotsk - Magadan,Ilyushin IL-12,24.0,20.0,4.0,24.0,20.0,4.0,0.0,Crashed into the tops of trees while attempting to land. Crew error in attempting to land in weather conditiions below the minimum.,1958
1413,1958-06-16,"Curitiba, Brazil",Cruzeiro,Florianopolis - Curitiba,Convair CV-440-59,26.0,21.0,5.0,21.0,16.0,5.0,0.0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.,1958
1414,1958-06-25,"Mohanbari, India",Indian Airlines,Mohanbari - Damroh,Douglas C-47A,7.0,4.0,3.0,5.0,3.0,2.0,0.0,While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.,1958
1415,1958-09-07,"Dhaka, Baangladesh",Indian Airlines,Agartala - Dhaka,Douglas C-47A,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane suffered structural failure in thunderstorm activity.,1958
1416,1958-09-08,"Benghazi, Libya",Central African Airways,Wadi Halfa - Benina,Vickers Viscount 748D,54.0,47.0,7.0,36.0,32.0,4.0,0.0,Crashed into high ground during approach. Misinterpreted or misread altimeter reading. Possible fatigue.,1958
1417,1958-11-08,"Near Belem, Brazil",Loide Aéreo Nacional,Manaus - Belem,Douglas DC-4,11.0,5.0,6.0,10.0,4.0,6.0,0.0,Crashed on approach 10 minutes from the airport. Cause unknown.,1958
1418,1958-12-08,"Sakiya Saugye, Japan",All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,33.0,30.0,3.0,33.0,30.0,3.0,0.0,Ditched into the sea near Izu Island appoximately 1 hour after taking off after experiencing engine trouble.,1958
1419,1958-08-14,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,Amsterdam - Shannon - Gander - New York,Lockheed 1049H Super Constellation,99.0,91.0,8.0,99.0,91.0,8.0,0.0,"The aircraft crashed into the sea while en route from Shannon to Gander, Newfoundland. Possible overspeeding of outer propeller.",1958
1420,1958-08-15,"Nantucket, Massachusetts",Northeast Airlines,New York City - Nantucket,Convair CV-240-2,34.0,31.0,3.0,25.0,22.0,3.0,0.0,"The aircraft crashed 1,450 feet short of the runway while on approach in heavy fog. Poor judgement and technique by the pilot during approach in poor weather conditions. Nantucket Airport was not equipped with technology to permit insturment landings in such foggy conditions.",1958
1421,1958-08-15,"Near Chita, Russia",Aeroflot,Khabarovsk - Irkutsk,Tupolev TU-104-A,64.0,54.0,10.0,64.0,54.0,10.0,0.0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.,1958
1422,1958-02-09,"London, England",Independent Air Travel,"London, England - Nice, France",Vickers 621 Viking 1,3.0,0.0,3.0,3.0,0.0,3.0,4.0,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.,1958
1423,1958-05-09,"Campina Grande, Brazil",Loide Aereo Nacional,Paraiba - Rio de Janerio,Curtiss C-46A-CU,18.0,14.0,4.0,14.0,12.0,2.0,0.0,The aircraft crashed after a second landing attempt. Improper approach procedure. Pilot error. A contributing cause was incorrect forcast provided to the crew.,1958
1424,1958-07-09,"Kazakh, Russia",Aeroflot,Frunze - Aktyubinsk - Uralsk - Moscow,Aeroflot,27.0,22.0,5.0,27.0,22.0,5.0,0.0,The aircraft crashed shortly after being struck by lightning in a thunderstorm.,1958
1425,1958-09-09,"Mount Oyama, Japan",Flying Tiger Line,Travis - Hickam - Wake Island - Tachikawa,Lockheed L-1049H Super Constellation,8.0,2.0,6.0,8.0,2.0,6.0,0.0,"Crashed into Mount Oyama 15 miles southwest of Tokyo. The crew continued the approach below the minimum safe altitude, maybe following a wrong altimeter setting.",1958
1426,1958-09-19,"Near Lazo, Russia",Aeroflot,Magadan - Okhotsk - Khabarovsk,Ilyushin IL-12,28.0,24.0,4.0,28.0,24.0,4.0,0.0,Crashed in a mountainous area.  The loss of orientation during the flight at night.,1958
1427,1958-09-29,Over the Mediterranean Sea,Middle East Airlines,Beirut - Rome - London,Avro 685 York I,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The cargo plane disappeared over the Mediterranean Sea and was never found.,1958
1428,1958-10-14,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Panama City - Maracaibo,Lockheed 1049E Super Constellation,23.0,17.0,6.0,23.0,17.0,6.0,0.0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area.,1958
1429,1958-10-17,"Near Kanash, Russia",Aeroflot,Peking - Moscow,Tupolev TU-104A,80.0,71.0,9.0,80.0,71.0,9.0,0.0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell.",1958
1430,1958-10-22,"Anzio, Italy",British European Airways,London - Napoli,Vickers Viscount 701C,31.0,26.0,5.0,31.0,26.0,5.0,0.0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided.,1958
1431,1958-01-11,"Nipe Bay, Cuba",Cubana de Aviacion,Miami - Varadero,Vickers Viscount 755D,20.0,16.0,4.0,17.0,13.0,4.0,0.0,"Hijacked by 4 Cuban rebels, the plane crashed after running out of fuel while attempting to land at Preston Airport.",1958
1432,1958-03-11,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Rome - Belgrade,Douglas C-47-DL,8.0,4.0,4.0,8.0,4.0,4.0,0.0,"The DC-3 was to fly the Yemenite Under Secretary of Foreign Affairs from Rome to Belgrade. The aircraft The aircraft crashed on the western slopes of Mount Porretta at an elevation of 2,690 feet due to a navagation error. Pilot error.",1958
1433,1958-08-11,"La Paz, Bolivia",TAM (Bolivia),San Borja - La Paz,Douglas DC-3,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo plane disappeared en route.,1958
1434,1958-09-11,North Atlantic Ocean,ARTOP Aerotopografica LDA,Cabo Ruivo - Funchal,Martin Mariner,36.0,30.0,6.0,36.0,30.0,6.0,0.0,The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantic after transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.,1958
1435,1958-11-16,"Fort Collins, Colorado",Capitol Airways,"Denver - Ogden Hill AFB, Utah",Curtiss C-46F,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane lost an engine while enroute and crashed. Icing, turbulence.",1958
1436,1958-04-12,"Guadarrama Mountains, Spain",Aviaco,Vigo - Madrid,SNCASE Languedoc,21.0,16.0,5.0,21.0,16.0,5.0,0.0,Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence.,1958
1437,1958-12-23,"Tashkent, Uzbekstan",Aeroflot,Ashgabat - Tashkent,Ilyushin IL-14,21.0,15.0,6.0,21.0,15.0,6.0,0.0,Missed the approach and crashed in a snowy field. Landing below weather minimums.,1958
1438,1958-12-24,"Winkton, England",BOAC,Test,Bristol 175 Britannia 312,12.0,9.0,3.0,9.0,7.0,2.0,0.0,While descending the aircraft struck the ground in heavy fog.,1958
1439,1958-12-26,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,70.0,63.0,7.0,3.0,3.0,0.0,0.0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm.",1958
1440,1958-12-30,"Rio de Janeiro, Brazil",VASP,Rio de Janeiro - Sao Paulo,Saab Scandia,37.0,33.0,4.0,21.0,17.0,4.0,0.0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight.,1958
1441,1959-06-01,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Copan - Nuovo Octopeque,Douglas DC-3,5.0,2.0,3.0,5.0,2.0,3.0,0.0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.,1959
1442,1959-08-01,"Mt. Holston, Tennessee",Southeast Airlines,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,10.0,7.0,3.0,10.0,7.0,3.0,0.0,"The aircraft struck the slope of Mt Holston, located 15 miles from the airport during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log.",1959
1443,1959-11-01,"Rio de Janerio, Brazil",Lufthansa,Hamburg-Frankfurt-Paris-Lisbon-Dakar-Senegal-Rio Janerio,Lockheed L 1049G Super Constillation,39.0,29.0,10.0,36.0,29.0,7.0,0.0,"Twenty minutes out of  Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching  KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor.  Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations.",1959
1444,1959-01-14,"Panther Peak, California",California Air Freight,Burbank - Seattle,Curtiss C-46F,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane crashed into Panther Peak at 8,500 ft. while en route.",1959
1445,1959-01-16,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,52.0,47.0,5.0,51.0,46.0,5.0,0.0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill.",1959
1446,1959-01-18,"Stalingrad, Russia",Aeroflot,Voronezh - Stalingrad,Ilyushin IL-14P,25.0,20.0,5.0,25.0,20.0,5.0,0.0,Crashed in a snow covered field while attempting to land. Cause undetermined. Possibly hit by machine gun fire.,1959
1447,1959-01-21,"Near Merida, Venezuela",Linea Expresa Bolivar,Mérida - Lagunillas - Maracaibo,Curtiss C-46D-15-CU,4.0,2.0,2.0,4.0,2.0,2.0,0.0,"While en route,  flying VFR the CARGO plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot.",1959
1448,1959-01-22,"Dabouk, Jordan",Air Jordan,Jerusalem - Amman,Convair CV-240-2,15.0,11.0,4.0,10.0,6.0,4.0,0.0,Struck trees during approach and crashed 2.8 miles northwest of Wadi-Es-Sir. Adverse weather conditions.,1959
1449,1959-01-27,"Brindisi, Italy",Air Charter,England to Australia,Avro 688,6.0,0.0,6.0,2.0,0.0,2.0,0.0,"The cargo plane overran the runway while taking off, cashed and burst into flames. Windshear.",1959
1450,1959-01-02,"Kerrville, Texas",General Airways,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,28.0,30.0,2.0,3.0,1.0,2.0,0.0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.,1959
1451,1959-03-02,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Mason City - Fargo,Beechcraft Bonanza 35,4.0,3.0,1.0,4.0,3.0,1.0,0.0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. ""The Big Bopper"" Richardson, who was suffering from the flu, talked Waylon Jennings into giving up his seat. Ritchie Valens won a coin-toss and went in place of Tommy Allsup. He commented ""I never won anything in my life"" after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. ""The Big Bopper"" Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power.",1959
1452,1959-03-02,"La Guardia Airport, New York, NY",American Airlines,Chicago - New York City,Lockheed  188A Electra,73.0,68.0,5.0,65.0,63.0,2.0,0.0,"While attempting to land in rain and fog at La Guardia Airport, the aircraft descended below the minimum altitude and crashed into the East River. The aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. Primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. Limited experience of the crew with this particular type of aircraft. Erroneous setting of the captain's altimeter. Possibly misinterpretation of the altimeter and rate of descent indicator.",1959
1453,1959-02-17,"Gatwick, Surrey, England",Turkish Airlines (THY),Ankara - Rome -  London,Vickers Viscount 794D,24.0,16.0,8.0,14.0,9.0,5.0,0.0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown.",1959
1454,1959-02-18,"Belen, Chile",Southern Cross Airways,Arica - Puerto Suarez,Curtiss C-46A,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing.,1959
1455,1959-05-03,"Managua, Nicaragua",TACA,Las Mercedes - Tegucigalpa,Vickers Viscount 763,19.0,15.0,4.0,15.0,13.0,2.0,0.0,"Crashed shortly after takeoff, inverted, into trees. Failure of No. 1 engine on climbout. The non-retraction of the landing gear immediately after the aircraft reached V2. Failure of engine No. 2 a few seconds later. The aircraft banked left, lost altitude and collided with trees. Engine failure cause unknown.",1959
1456,1959-12-03,"Tobu, India",Indian Airlines,Jorhat - Noklok - Jorhat,Douglas C-47A,7.0,4.0,3.0,5.0,2.0,3.0,0.0,The cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. He had previously descended to a low altitude in order to determine his position.,1959
1457,1959-03-13,"Mahon, Spain",Aviaco,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,18.0,15.0,3.0,1.0,1.0,0.0,0.0,"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground",1959
1458,1959-03-29,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,Berbérati - Bangui - Bambari,Nord 2501 Noratlas,9.0,5.0,4.0,9.0,5.0,4.0,0.0,Crashed while en route in the jungle. The right wing detached in flight due to a structural failure caused by severe vibrations due to additional engines that were installed on this special model.,1959
1459,1959-03-29,"Near Silchar, India",Indian Airlines,Calcutta - Agartala - Silchar - Imphal,Douglas DC-3,24.0,20.0,4.0,24.0,20.0,4.0,0.0,Sustained structural failure while flying through a thunderstorm.,1959
1460,1959-03-30,"Alma, Georgia",Riddle Airlines,"Orlando, FL - Atlanta, GA",Curtiss C-46A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"The cargo plane lost control after a fire broke out in the cargo hold. The ignition of cargo in the aft belly compartment caused by contact with an unguarded light bulb. It is believed the fire then breached the compartment wall, and damaged a hydraulic unit or line in the wing center section area at the rear spar., igniting the flammable hydraulic fluid.",1959
1461,1959-04-17,"Puerto Kino, Mexico",Tigres Voladores,Mexicale - Guaymas,Curtiss C-46F-1-CU,26.0,21.0,5.0,26.0,21.0,5.0,0.0,Exlpoded and caught fire near Bahia de Kino.  A bomb is believed to have exploded onboard.,1959
1462,1959-04-23,"Van, Turkey",Air Charter,London - Ankara - Bahrain,Avro 688 Super Trader,12.0,0.0,12.0,12.0,0.0,12.0,0.0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.  Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled.",1959
1463,1959-04-29,"Valdemeca, Spain",Iberia Airlines,Barcelona - Madrid,Douglas DC-3,28.0,25.0,3.0,28.0,25.0,3.0,0.0,"Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spain's European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route.",1959
1464,1959-02-05,"Mallorca, Spain",Austria-Flugdienst,Palma de Mallorca - Wien,Douglas DC-3,5.0,2.0,3.0,5.0,2.0,3.0,0.0,"Two minutes after reporting at 3,000feet the aircraft struck Alfabia peak at 3,300 feet. Insufficient altitude while flying at normal climb power.",1959
1465,1959-12-05,"Chase, Maryland",Capital Airlines,New York City - Atlanta,Vickers Viscount 745D,31.0,27.0,4.0,31.0,27.0,4.0,0.0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day.",1959
1466,1959-12-05,"Charleston, West Virginia",Capital Airlines,Pittsburg - Charleston,Lockheed C-69 Constellation,44.0,38.0,6.0,2.0,1.0,1.0,0.0,"The pilot intentionally ground looped the aircraft, which slid down a steep embankment caught fire and burned. Landing too fast on a wet runway under conditions conductive to aquaplaning.",1959
1467,1959-05-13,"Near Toumavista, Peru",Transportes Aereos Peruanos,Lima - Pucallpa,Curtiss C-46A,12.0,10.0,2.0,12.0,10.0,2.0,0.0,Crashed into the slope of a mountain while en route.,1959
1468,1959-05-15,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Mar del Plata - Bahia Blanca,Douglas DC-3,10.0,6.0,4.0,10.0,6.0,4.0,0.0,Crashed into the sea during a steep turn following a takeoff at night. Undetermined cause.,1959
1469,1959-05-21,"Moro, Peru",Lineas Aéreas Interpolar,Miami - Panama City - Talara - Arica,Curtiss C-46A-50-CU,8.0,4.0,4.0,8.0,4.0,4.0,0.0,Crashed into a  mountain while en route..,1959
1470,1959-01-06,Nicaragua,Aerolineas Nacionales,Unknown,Curtiss C-46,60.0,55.0,5.0,60.0,55.0,5.0,0.0,"The plane, carrying Nicaraguan rebels was shot down by a Nicaraguan Air Force fighter.",1959
1471,1959-12-06,"Sandy Lake, Ontario",Tranair,Unknown,Noorduyn Norseman,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"Shortly after takeoff from Sandy Lake, the single engine aircraft stalled and crashed in a wooded area. The aircraft was destroyed and all eight occupants were killed. It was reported that a non-authorized person was sitting in the left seat in the cockpit at the time of the accident.",1959
1472,1959-06-23,"Cerros Baco, Peru",AVIANCA,Bogota - Lima,Douglas DC-4,14.0,10.0,4.0,14.0,10.0,4.0,0.0,Crashed  into the slope of Cerro Baco located about 12 km northwest of Huaricanga.,1959
1473,1959-06-26,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Milan - Paris,Lockheed 1649A Starliner,68.0,59.0,9.0,68.0,59.0,9.0,0.0,"While flying from Athens to Chicago, the No. 6 and 7 fuel tanks in the right wing exploded during a storm.  Ignition of gasoline vapors emanating from fuel tank vent pipes by static discharge after the airliner was hit by lightning.",1959
1474,1959-07-15,"Kuwait City, Kuwait",PAS,Kuwait City - Tehran,Avro 685 York,32.0,27.0,5.0,32.0,27.0,5.0,0.0,"Shortly after takeoff from Kuwait City Airport and while climbing, the aircraft stalled and crashed in the desert  6 km from the airfield.",1959
1475,1959-03-08,"Sagone, India",Kalinga Airlines,Mohanbari - Along,Douglas DC-3,6.0,3.0,3.0,6.0,3.0,3.0,0.0,The cargo plane crashed while en route. Navigational error. The pilot entered a wrong valley and stalled the fully loaded aircraft while attempting to turn back.,1959
1476,1959-08-14,"Karachi, Pakistan",Pakistan International Airlines,Training,Vickers 815 Viscount,3.0,0.0,3.0,2.0,0.0,2.0,0.0,"The trainee captain attempted a maneuver in disregard of the prescribed limitations of such a maneuver. A two-engine overshoot was attempted at a very low height and below the prescribed minimum speed, when the aircraft was committed to a landing. This resulted in a violent yaw and sharp drop which could not be controlled. The training captain was conversant with the minimum requirements of a two-engine overshoot of the Viscount 815 aircraft but appears to have overestimated his performance.",1959
1477,1959-08-15,"Calverton, New York",American Airlines,Training,Boeing 707-123,5.0,0.0,5.0,5.0,0.0,5.0,0.0,The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery.,1959
