,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
1358,1953-07-01,"Fish Haven, Idaho",Associated Air Transport,Boeing Field - Cheyenne,Curtiss C-46,40,37,3,40,37,3,0,"The plane crashed into mountains while en route. Upon entering an area of turbulence, the plane was unable to climb and crashed into trees. Found 5 months later. The inadvertent descent into an area of turbulence and icing which resulted in the pilot's inability to regain a safe altitude.",1953
1360,1953-01-26,"Sinnai, Sardinia, Italy",Linee Aeree Italiane,Cagliari - Rome,Douglas DC-3,19,15,4,19,15,4,0,Crashed 10 miles east of Cagliari in the Sinnai mountains after a wing failed due to overstressing.,1953
1368,1953-03-14,"Kalasahar, India",Orient Airways,Delhi - Dacca,Convair CV-240-7,16,11,5,16,11,5,0,Crashed into a mountain while en route in severe weather. The pilot descended in poor visibility in order to find his position.,1953
1378,1953-04-14,"Selleck, Washington",Miami Airlines,Spokane - Ellenburgh,Douglas DC-3 (C-47-DL),25,22,3,7,5,2,0,"The aircraft crashed into Cedar Mountain following double engine failure. The progressive failure of both engines, due to the lack of compliance with proper maintenance standards. Spark plugs in both engines had been operated beyond their normal maintenance inspection period and exhibited evidence of a condition conducive to detonation and preignition. There was evidence that detonation and preignition took place in both engines and that  they ultimately failed as a result of master rod bearing failures.",1953
1390,1953-06-15,"San Ramon Mtns., Costa Rica",LACSA,Palmar Sur - San Isidoro,Douglas DC-3,17,14,3,9,6,3,0,Crashed into the San Ramone mountains while attempting to land in poor weather.,1953
1401,1953-08-18,"Near San Diego, California",Aerovias Contreras,Unknown,Curtiss C-46A,2,0,2,2,0,2,0,The cargo plane flew into a mountain east of San Diego.,1953
1403,1953-01-09,"Vail, Washington",Regina Cargo Airlines,Fort Ord - McChord,Douglas DC-3,21,19,2,21,19,2,0,"Crashed on the fringe of the Cascade mountains, 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",1953
1414,1953-10-29,"Near Half Moon Bay, California",British Commonwealth Pacific Airlines,Sydney - Honolulu - San Francisco,Douglas DC-6,19,11,8,19,11,8,0,"While flying in fog on an approach to San Francisco International Airport, the aircraft crashed into a redwood forest on a mountain ridge, 7.5 miles southeast of Half Moon Bay. The plane struck the ridge of King's Mountain and broke up, scattering wreckage over a half-mile area.  Failure of the crew to follow prescribed procedures for an instrument approach. American pianist, William Kapell, 31, killed.",1953
1416,1953-03-11,"Tarabuco, Bolivia",Lloyd Aereo Boliviano,Camiri - Sucre,Douglas DC-3,28,25,3,28,25,3,0,"Crashed into the Rodeo Pampa mountains during an approach to Sucre, 18 miles from its destination.",1953
1418,1953-04-12,"Near Guaderrama, Spain",Aviaco,Bilbao - Madrid,Bristol 170 Freighter 21,33,28,5,23,22,1,0,Crashed into Mt. Somosierra in poor weather conditions. It is believed the aircraft suffered downdraft and lost altitude before colliding with a mountain.,1953
1420,1953-12-15,"Tecpan Mt., Guatemala",Aviateca,Brownsville - Guatemala City,Curtiss C-46D,2,0,2,2,0,2,0,"The cargo plane with a load of citrus fruit flew into a 8,000 ft. mountain.",1953
1426,1954-05-01,"Lapseki, Turkey",Devlet Hava Yollari,Istanbull - Bandirma - Canakkal7,Douglas DC-3,10,5,5,4,2,2,0,Flew into a mountain near Lapseki.,1954
1429,1954-11-01,"Manizales, Colombia",AVIANCA,Medellin  - Armenia,Douglas DC-3,21,18,3,21,18,3,0,"While descending to Manizales by night and poor weather conditions, the aircraft collided with a mountain shrouded by clouds and disintegrated on impact.",1954
1443,1954-03-26,"Monterrey, Mexico",Aeronaves de Mexico,Mazatlan - Monterey,Douglas DC-3,18,15,3,18,15,3,0,Crashed and burned on Friar's Peak in the Salinas mountains after being waved off for landing due to a dust storm.,1954
1450,1954-04-23,"Sierra del Vilgo, Argentina",Aerolineas Argentinas,Mendoza - Cordoba,Douglas DC-3,25,21,4,25,21,4,0,Crashed into a mountain during an approach. Deviation from prescribed course for unknown reasons. Crew fatigue may have played a part. The captain acted contrary to company policy regarding a required IFR approach.,1954
1460,1954-08-08,"Near McGrath, Alaska",Alaska Airlines,McGrath - Colorado Creek,Douglas DC-2,2,0,2,2,0,2,0,"The cargo plane flew into a mountain, 35 miles northeast of McGrath.",1954
1461,1954-09-08,"Terceira Island, Azores, Portugal",AVIANCA,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,30,21,9,30,21,9,0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea.",1954
1466,1954-08-26,"Sakhalin Oblast, Russia",Aeroflot,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,27,22,5,26,21,5,1,The plane crashed in the mountains. Crew did not properly use the navigation equipment.,1954
1481,1954-12-18,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,Bolivar - Tumeremo,Douglas C-47A,2,0,2,2,0,2,0,The cargo plane crashed into a mountain while en route.,1954
1493,1955-02-13,"Abruzzio Mountains, Italy",Sabena,Brussels - Rome,Douglas DC-6,29,21,8,29,21,8,0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.,1955
1494,1955-02-19,"Albuquerque, New Mexico",Trans World Airlines,Albuquerque - Sante Fe,Martin 404,16,13,3,16,13,3,0,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it.  While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to ""deviation from course for reasons unknown"" and admitted there may have been a problem with the flux gauge compass.",1955
1514,1955-07-14,"Oaxaca, Mexico",Lineas Areas Unidas,Acapulco - Oaxaca,Douglas DC-2-243,22,19,3,22,19,3,0,Crashed in a mountainous area located 39 km from the airport in the Zimathan district while en route.,1955
1520,1955-08-26,"Caparao Mountain, Brazil",Cruzeiro,Rio de Janeiro - Caravelas,Douglas DC-3,13,9,4,13,9,4,0,"Hit Caparao Mountain while en route, 1 hour after taking off.  Failure to follow flight plan.",1955
1524,1955-10-09,"Near Banyo, Cameroon",Societe France Hydro,Lac Lérè - Douala,Latecoere 631 (flying boat),16,8,8,16,8,8,0,Crashed into the Cameroon mountains after the wing separated due to severe turbulence.,1955
1529,1955-02-10,"Pico Oiriruma-Vinac, Peru",Faucett,Lima - Cuzco,Douglas C54A,35,31,4,19,15,4,0,Crashed in adjacent mountains while attempting an emergency landing following an engine fire.,1955
1532,1955-01-11,"Longmont, Colorado",United Air Lines,Denver - Portland,Douglas DC-6B,44,39,5,44,39,5,0,"The aircraft crashed 11 minutes after taking off from Denver Stapleton Airport, 8 miles east of Longmont.  Detonation of a dynamite bomb in the No. 4 cargo hold, placed by John (Jack) Gilbert Graham in his mother's luggage in order to collect $37,500 in insurance.  A delayed flight caused the bomb to detonate over flat land rather than the mountains as planned.  Graham never showed any remorse for his actions and refused to file any appeals. He was executed for the crime on 1/11/56.",1955
1538,1955-09-12,"Khabarovsk Territory, Russia",Aeroflot,Yuzhno-Sakhalinsk - Khabarovsk,Li-2,21,16,5,21,16,5,0,Flew into a mountain wave in the Sikhote-Alin Mountain Range while en route.,1955
1544,1956-01-18,"Torysa, Czechoslovakia",Ceskoslovenske Aerolinie,Bratislava - Kosice,Douglas DC-3,26,23,3,22,19,3,0,"After being diverted, while cruising in bad weather conditions, the aircraft hit trees and crashed in a snow covered and wooded area located in the Tatra Mountain Range.",1956
1552,1956-02-25,"Jalkot, Pakistan",Pakistan International Airlines,Gilgit  - Islamabad,Douglas C-47B,3,0,3,3,0,3,0,Struck  Lash Golath Mountain while en route. Pilot error while he was attempting a flight beyond his ability or experience.,1956
1559,1956-09-04,"Skilak Lake, Alaska",Cordova Airlines,Anchorage - Seward,Aero Commander  520,6,5,1,6,5,1,0,Crashed en route from Anchorage to Seward. The pilot's action in continuing flight during instrument weather conditions on a planned VFR flight through a mountain pass and striking a mountainside while attempting to climb out.,1956
1564,1956-05-24,"Guatemala City, Guatemala",Aviateca,Guatemala City - La Tinta,Douglas C-47-DL (DC-3),31,28,3,30,27,3,0,"The plane struck trees on a mountainside and crashed at an altitude of 8,500 ft. The sole survivor, Roberto Obando, was found and rescued on May 30.",1956
1582,1956-07-11,"Hommelfjell, Norway",Braathens,Trondheim - Oslo,de Havilland DH-114 Heron 2B,12,10,2,2,1,1,0,"The aircraft took off, experienced icing, lost altitude and crashed into Hommelfjell Mountain. Unusually heavy icing which the aircraft encountered. Severe downdraft immediately prior to the crash may have been a contributing factor.",1956
1584,1956-11-17,"El Rucio Mountain, Colombia",Empresa Aviacion del Pacifico,Buenaventura - Cali,Douglas DC-3,36,33,3,36,33,3,0,"Hit El Rucio Mountain at 6,200 ft. which was obscured by clouds. Lack of cockpit discipline. Flight on instruments at an excessively low altitude for the route.",1956
1587,1956-11-27,"Caracas, Venezuela",Linea Aeropostal Venezolana,New York - Caracas,Lockheed 749-79-34 Constellation,25,18,7,25,18,7,0,"Struck Silla de Caracas Mountain at 6,700 feet while approaching to land at Maiquetia. Navigation error. The pilot did not follow prescribed approach procedures. St. Louis Cardinal outfielder, Charlie Peete, 27, killed.",1956
1592,1956-12-22,"Mt. Giner, Italy",Linee Aeree Italiane,Rome - Milan,Douglas DC-3,21,17,4,21,17,4,0,The aircraft strayed off the assigned airway and hit a mountain. The pilot did not follow the airways assigned in the flight plan. He did not check his direction and position along the new route. Pilot error.,1956
1598,1957-01-31,"Near Sunland, California",Douglas Aircraft,Santa Monica - Santa Monica,Douglas DC-7B / U.S. Air Force F-89J,6,0,6,5,0,5,3,"Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a school  killing 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed and  the other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didn't see each other's aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft.",1957
1601,1957-02-03,"Blyn, Washington",Alaska Airlines,Fairbanks - Seattle,Douglas C-54B,5,2,3,5,2,3,0,"Crashed into a densly wooded mountain, 3 miles east of Blyn, while en route to Seattle. Navigation error and poor judgement by the pilot in entering an overcast mountainous area at too low an altitude.",1957
1604,1957-09-03,"El Soldado, Colombia",AVIANCA,Condoto - Buenaventura - Cali,Douglas DC-3,15,12,3,15,12,3,0,Crashed into mountains  located 32 km west of Tuluá while en route. Pilot did not follow prescribed route nor follow prescribed IFR procedures.,1957
1611,1957-10-04,"Anchieta Island, Brazil",REAL,Rio de Janerio - Sao Paulo,Douglas DC-3,30,26,4,26,23,3,0,"While en route, fire broke out in the starboard engine. As the plane lost altitude and because of reduced visibility, the pilot did not see the peak of a mountain. When he tried to pull up the plane stalled and crashed. Engine failure.",1957
1619,1957-05-13,"Near San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,San - Carlos,Vickers 615 Viking 1B,16,11,5,16,11,5,0,"The pilot lost in rain and fog searched for a landing area until the plane ran out of fuel and crashed into a 4,500 foot mountain.",1957
1628,1957-07-25,"Daggett, California",Western Airlines,Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA,Convair CV-240,16,13,3,1,1,0,0,"The plane landed safely after a dynamite bomb exploded in the rear lavatory. A passenger, Saul F. Binstock, 62, a retired North Hollywood jeweler, intent on suicide, detonated a bomb in the rear lavoratory blowing a 6 x 7 ft. hole in the fuselage. Binstock had purchased two insurance policies totaling $125,000 and then flew from Burbank to Las Vegas, where airport personnel at McCarran Field reported he never left the airport terminal. He then boarded the Western Airlines flight bound for Los Angeles and locked himself in the rear lavatory shortly after takeoff. Binstock’s body, missing several fingers on the left hand, was found the next day on a rugged peak in the Ord Mountains south of Daggett.",1957
1633,1957-03-09,"Niquitao, Venezuela",Avensa,Maiquetia - Barinas,Douglas DC-3,8,5,3,8,5,3,0,Strayed off course and collided with a mountain in the Penas Blancas hills. Pilot error.  Weather's influence on radio communications. Leaving the prescribed route and flying at too low an altitude.,1957
1649,1957-11-15,"Near Palma de Mallorca, Spain",Aviaco,Barcelona - Palma de Mallorca,de Havilland DH-114 Heron 2D,4,2,2,4,2,2,0,"The aircraft hit a mountain at 1,500 feet while on approach after the pilot turned the wrong way. Weather was rain and turbulence. Pilot error.",1957
1659,1958-01-20,"Near La Paz, Bolivia",TAM (Bolivia),Tipuani - La Paz,Douglas DC-3,11,8,3,11,8,3,0,Crashed in mountainous terrain while en route.,1958
1667,1958-02-27,"Horwich, Lancs, England",Silver City Airways,Isle of Man - Manchester,Bristol 170 Freighter 21,42,39,3,35,35,0,0,Crashed into a mountain near Winter Hill during an approach. The First Officer used the wrong radio beacon (Oldham Becaon instead of on Wigan Beacon).,1958
1676,1958-07-04,"Mt. Illiniza, Ecuador",AREA,Guayaquil - Quito,Douglas DC-3,32,29,3,32,29,3,0,Flew into a mountain 15 minutes after leaving Guayaquil. Procedural error. The pilot did not maintain IFR until clear of the cloud cover.,1958
1685,1958-05-31,"SW of Algiers, Algeria",Air France,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,15,12,3,15,12,3,0,Crashed into mountains 100 miles southwest of Algiers.,1958
1687,1958-02-06,"Near Guadalajara, Mexico",Aeronaves de Mexico,Guadalajara - Mexico City,Lockheed 749A Constellation,45,38,7,45,38,7,0,The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.,1958
1691,1958-06-25,"Mohanbari, India",Indian Airlines,Mohanbari - Damroh,Douglas C-47A,7,4,3,5,3,2,0,While manoeuvring at a low height in mountainous terrain during a supply dropping mission the port wing of the cargo plane grazed the side of a hill thus causing the aircraft to slew and crash. A contributory factor might have been the mismanagement of the fuel system which caused temporary loss of engine power and height.,1958
1708,1958-09-19,"Near Lazo, Russia",Aeroflot,Magadan - Okhotsk - Khabarovsk,Ilyushin IL-12,28,24,4,28,24,4,0,Crashed in a mountainous area.  The loss of orientation during the flight at night.,1958
1711,1958-10-14,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Panama City - Maracaibo,Lockheed 1049E Super Constellation,23,17,6,23,17,6,0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area.,1958
1726,1959-06-01,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,Copan - Nuovo Octopeque,Douglas DC-3,5,2,3,5,2,3,0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.,1959
1752,1959-05-13,"Near Toumavista, Peru",Transportes Aereos Peruanos,Lima - Pucallpa,Curtiss C-46A,12,10,2,12,10,2,0,Crashed into the slope of a mountain while en route.,1959
1754,1959-05-21,"Moro, Peru",Lineas Aéreas Interpolar,Miami - Panama City - Talara - Arica,Curtiss C-46A-50-CU,8,4,4,8,4,4,0,Crashed into a  mountain while en route..,1959
1769,1959-12-09,"Near Tegucigalpa, Honduras",Pan American World Airways,San Salvador - Miami,Douglas DC-4,3,0,3,3,0,3,0,"Shortly after taking off, the cargo plane deviated from it's intended course and struck a mountain, for reasons unknown.",1959
1771,1959-09-24,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,16,11,5,16,11,5,0,Crashed into a mountain while on approach to Adak. Improper approach. Crew error. Pilot did not fly in accordance with visual flight rules over hazardous terrain.,1959
1777,1959-10-30,"Waynesborough, Virginia",Piedmont Airlines,"Washington DC - Charlottsville, VA",Douglas DC-3,27,24,3,26,23,3,0,Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress.,1959
1784,1959-01-12,"Willamsport, Pennsylvania",Allegheny Airlines,Harrisburg - Willamsport,Martin 202,26,22,4,25,21,4,0,"Crashed into Bald Eagle Mountain,13 miles south of Williamsport,  while on an ILS approach to Williamsport.  Probable accidental caging of the fluxgate compass leading to a erroneous heading indication. Captain's failure to execute a timely abandoned approach. There was one passenger who survived.",1959
1786,1959-12-13,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Kabul - Tashkent,Ilyushin IL-18,29,24,5,29,24,5,0,"Crashed into a mountain while en route. Crew error. The crew deviated from prescribe route. The captain decided to continue under VFR in IMC conditions and at the time of the accident, the aircraft was about 40 to 50 km off course to the right of the intended route.",1959
1796,1960-01-19,"Ankara, Turkey",Scandinavian Airlines (SAS),Istanbul - Ankara,Sud Aviation Caravelle 1,42,35,7,42,35,7,0,"While on a flight from Istanbul to Ankara, Turkey the aircraft crashed while on approach to Esenboga Airport, 6 nm short of the runway. The aircraft struck the ground at an elevation of 3,500 ft, between the Ankara mountain range and the airport. An unintentional descent below the authorized minimum flight altitude during final approach to Esenboga Airport for reasons that could not be determined. The aircraft was named ""Orm Viking.""",1960
1826,1960-07-15,"Near Jima, Ethiopia",Ethiopian Airlines,Bulchi - Jimma,Douglas DC-3,11,8,3,1,0,1,0,"Crashed onto a mountainside at 9,000 ft. The pilot misjudged the weather conditions and continued to fly into deteriorating weather conditions while trying to maintain VFR. The pilot attempted to climb at a speed below the minimum safe climbing speed of the aircraft.",1960
1832,1960-01-08,"Near Tipuani, Bolivia",TAM (Bolivia),La Paz - Tipuani,Douglas C-47,6,4,2,6,4,2,0,The DC-3 crashed into Hayti Mountain while en route.,1960
1843,1960-09-28,"Near Juchetipec, Mexico",Mexicana,Tapachula - Mexico City,Douglas DC-3 (C-53-DO),18,15,3,8,5,3,0,"Crashed on the slopes of a mountain near Juchitepec, about 40 km south of Mexico City Airport in dense fog.",1960
1849,1960-10-28,"Near Missoula, Montana",Northwest Orient Airlines,Spokane - Missoula,Douglas C-54A-DC,12,8,4,12,8,4,0,"Crashed into mountains in snow showers while descending to Missoula. The aircraft entered a steep left banking turn and the nose was raised in an apparent attempt to turn and climb out through an intersecting valley, however, the aircraft continued to sink toward the ground, rolled to the left and crashed inverted. The failure of the pilot to continue in accordance with his IFR flight plan by attempting a VFR approach during instrument weather conditions.",1960
1853,1960-07-11,"Near Quito, Ecuador",AREA,Guayaquil - Quito,Fairchild F-27A,37,34,3,37,34,3,0,Crashed into a mountain 20 miles south of the airport while on approoach to Quito-Mariscal Sucre Airport.,1960
1866,1961-01-24,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandung,Douglas DC-3,21,16,5,21,16,5,0,The aircraft struck Mt. Burangrang . Attempt by the pilot to fly over mountainous terrain when unsure of his position and in weather conditions which severely restricted visibility.,1961
1871,1961-09-03,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,San Antonio-Maiquetia,Douglas DC-3,12,8,4,12,8,4,0,Crashed into the slope of a mountain while en route. Navigation error. Failure of the crew to follow the prescribed route. Flying VFR in IFR conditions.,1961
1891,1961-09-08,"Sola, Norway",Cunard Eagle Airways,London - Sola,Vickers Viking 3B,39,36,3,39,36,3,0,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,1961
1908,1961-11-21,"Mt Ruapehu, North Island, New Zealand",Bay of Plenty Airways,Wellington - Rotorua - Tauranga.,Aero Commander 680F,6,5,1,6,5,1,0,"The pilot flew too close to the summit of Mt Ruapehu and due either to turbulence or some pilot maneuver, the starboard propeller struck a rock outcrop on the mountain, bending the blade tips forward and causing vibration, which weakened the wing and led to its rapid structural failure of the aircraft.",1961
1919,1961-12-29,"Surabaya, Indonesia",Garuda Indonesia Airlines,Jakarta -Surabaya,Douglas DC-3,14,0,0,14,0,0,0,"On approach to Surabaya Airport, the plane struck a mountain.",1961
1925,1962-02-25,"Portlamar, Margarita Island, Venezuela",Avensa,Porlamar - Cumana,Fairchild F-27,23,20,3,23,20,3,0,"Approximately 10 minutes after takeoff , for a scheduled flight to Cumana, the aircraft crashed into the San Juan Mountains.",1962
1929,1962-06-03,"Near Seymour, South Africa",South African Airways,Grahamtown - Queentown,Douglas DC-3,7,3,4,2,0,2,0,"Crashed into a mountain. Error in judgement by the pilot-in-command who attempted a low visual flight, beneath the cloud base, near mountains, in deteriorating weather conditions.",1962
1932,1962-08-03,"Mt. Medetsiz, Turkey",Turkish Airlines (THY),Ankara - Adana,Fairchild F-27,11,8,3,11,8,3,0,"Crashed into a mountain at an altitude of 6,800 ft. while en route in poor weather. In avoiding cumulus clouds and turbulent conditions the pilot was not able to keep track of his exact position or maintain exact altitude.",1962
1950,1962-04-06,"Sofia, Bulgaria",Aeroflot,Sofia - Moscow,Tupolev Tu-104B,5,0,5,5,0,5,0,The cargo plane struck a mountain after losing an engine.,1962
1952,1962-06-28,"Near Adler, Russia",Aeroflot,Lvov - Sochi,Antonov AN-10A,81,74,7,81,74,7,0,The plane crashed into a mountain during an approach to Adler Airport. The accident was caused by a change in approach patterns to the airport on the part of controllers without approval from aviation authorities.  Lack of training by the carrier for flights into mountainous regions.,1962
1959,1962-07-19,"Near Bangkok, Thailand",United Arab Airlines,Hong Kong - Bangkok,de Havilland Comet 4C,26,18,8,26,18,8,0,"Crashed into a jungle on the side of a mountain, 52 nm from the Bangkok airport while on approach. Premature descent. Navigational error.",1962
1961,1962-07-28,"Sochi, Russia",Aeroflot,Lviv - Simferopol - Sochi,Antonov An-10A,81,74,7,81,74,7,0,"Struck a mountain while attempting to land. Changes in the approach patterns for Sochi Airport, not approved by the State aviation authorities and without informing the flight crews about it.  Inadequacies of flight control and crew training in the Sochi area and training for flights in mountainous regions in general.",1962
1963,1962-01-08,"Near Kathmandu, Nepal",Royal Nepal Airlines,Katmandu - New Deli,Douglas DC-3,10,6,4,10,6,4,0,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track.",1962
1970,1962-10-09,"Near Alcoche, Bolivia",Aerolineas Abaroa,Caranavi - Rurrenabaque,Douglas C-47A,4,2,2,4,2,2,0,"The failure of the left engine and execution of a sharp 180 degree turn to the left of the original flight path. This was the only possible maneuver since the valley ahead narrowed and a turn to the right could not be effected, because the aircraft was close to - and below the altitude of - a mountain on that side.",1962
1973,1962-09-18,"Yakut, Russia",Aeroflot,Chersky - Bilibino,Aeroflot,32,27,5,32,27,5,0,Collided with a mountain while en route. Crew error. Flew below minimums into a cloud covered mountainous area.,1962
1975,1962-09-21,"Sela Pass, India",Kalinga Airlines,Unknown,Douglas C-47A,8,5,3,8,5,3,0,"While en route in bad weather conditions, the airplane struck the slope of a mountain located in the region of the Sela Pass.",1962
1983,1962-10-11,"Near Tourane, South Vietnam",Air Vietnam (South Vietnam),Hue - Da Nang,Douglas DC-3,27,24,3,27,24,3,0,"Crashed into 1,800 ft. mountain, 12 miles from the Da Nang airport. Navigational error in poor weather conditions.",1962
2023,1963-03-05,"Near Buca, Cameroon",Air Afrique,Douala - Lagos,Douglas DC-6B,55,48,7,55,48,7,0,"The aircraft flew into a mountain at 6,500 ft. Navigation error. Crew choose to fly a prohibited route at too low an altitude.",1963
2033,1963-03-07,"Mt. Ngatamahinerua, New Zealand",New Zealand National Airways,Auckland - Whenuapai - Tauranga,Douglas DC-3,23,20,3,23,20,3,0,"Crashed  while on a descent to Tauranga the aircraft experienced heavy rain, turbulence and extreme downdrafts on the lee side of a mountain. The plane crashed into the Kaimai Range at 2,460 ft., just 300 feet below the nearest summit. Premature descent by the pilot-in-command. Misleading forcast. Lack of DME equipment at the airport.",1963
2036,1963-07-17,"Pak Tha, Laos",Air America,Unknown,Curtiss C-46F,6,0,6,6,0,6,0,The cargo plane crashed into a fog shrouded mountain.,1963
2038,1963-04-08,"Ibicaré, Brazil",Sadai,Joaçaba - Videira,Douglas DC-3,10,7,3,10,7,3,0,"While flying under VFR rules, the airplane struck the slope of a mountain located near Ibicaré, 25 km southwest of Videira.",1963
2042,1963-08-17,"Hachijo-Jima Island, Japan",Fujita Koku Kabushki Kai,Hachijo-jima - Tokyo,de Havilland DH-114 Heron,19,16,3,19,16,3,0,Crashed into mountains shortly after taking off from Hachijo. Navigation error. Followed wrong departure route.,1963
2060,1963-12-12,"Gazni, Afghanistan",Trans Mediterranean Airways,Kawait - Kabul,Douglas C-54A,3,0,3,3,0,3,0,"The cargo plane struck a mountain while en route. A wrong estimation of the wind speed and direction resulted in a navigation error which brought the aircraft 42 nm from the approved air route. Possible contributing factors were: lack of weather forecast prior to takeoff, personal worries, fatigue and lack of oxygen, inadequate charts and maps.",1963
2068,1964-02-21,"Marawi, Philippines",Philippine Air Lines,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,32,29,3,31,28,3,0,Struck trees on a mountain ridge and crashed while attempting to land. Continued flight under VFR into IFR conditions.,1964
2072,1964-01-03,"Near Zephyr Cove, Nevada",Paradise Airlines,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,85,81,4,85,81,4,0,"The aircraft crashed into Genoa Peak while attempting to land under VFR conditions after a missed approach and go-around. The captain's decision not to wait until the weather improved or divert to an alternate airport during adverse weather conditions. The pilot's deviation from prescribed VFR flight procedures in attempting a visual landing approach in adverse weather conditions. This resulted in an abandoned approach and geographical disorientation while flying below the minimum altitude prescribed or operations in mountainous areas. The aircraft was named ""City of Los Angeles.""",1964
2092,1964-06-20,"Taichung, Taiwan",Civil Air Transport,Taichung - Tainan,Curtiss C-46-CU,57,52,5,57,52,5,0,"The plane crashed on takeoff into a rice paddy at San Chiao Village north northeast of the airport. The pilot discovered the left engine was overspeeding and made an abrupt left turn to land at Kung-Kuan Military Air Base. During the turn he lost control and crashed into mountains. Probable cause: About 5 miles west of the accident site was Kung-Kuan Military Air Base. Six miles south-southwest was Shui-Nan Airport from where the aircraft took off. On the right side of the flight pattern was a chain of mountains. It was concluded that, when the pilot found that the left engine was overspeeding, he made an abrupt left turn to land at Kung-Kuan Military Air Base or return to Shui-Nan Airport. During the turn he lost control of the aircraft, which crashed to the ground.",1964
2115,1964-08-12,"Tripuani, Bolivia",Aerolineas Abaroa,Tipuani - La Paz,Douglas DC-3,17,13,4,17,13,4,0,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.,1964
2119,1964-12-24,"Near San Francisco, California",Flying Tiger Line,San Francisco - New York,Lockheed L-1049H Super Constellation,3,0,3,3,0,3,0,"The cargo plane flew off course and struck a mountain in the San Bruno range. The pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.",1964
2127,1965-06-02,"San Jose Volcano, Chile",LAN,Santiago - Buenos Aires,Douglas DC-6B,87,80,7,87,80,7,0,"After an improper climb, the aircraft flew into a 12,000 ft. mountain in the La Melosas area of the Andes. Crew did not follow flight plan for climbing out of Santiago.",1965
2131,1965-02-03,"Near Aradan, Russia",Aeroflot,Unknown,Li-2,31,27,4,31,27,4,0,Crashed into mountainous area while en route. Failure of the rudder assembly.,1965
2133,1965-08-03,"Libmanan, Philippines",Fairways (Filipinas Orient Airways),Manila - Naga,Douglas DC-3,12,9,3,10,7,3,0,Crashed and burned on a forested mountain slope on Mt. Tangcong Vaca. Misjudgment of clearance with the ground by the crew which resulted in collision with trees.,1965
